input_value,input_label,pred_value,pred_label
54,normal,53.693428,normal
48,normal,42.705296,normal
37,normal,37.236057,normal
41,normal,38.320946,normal
55,normal,54.59281,normal
56,elevated,55.00559,elevated
63,elevated,63.376602,elevated
46,normal,42.593346,normal
53,normal,53.53527,normal
62,elevated,62.143234,elevated
56,elevated,55.635056,elevated
54,normal,53.962418,normal
49,normal,50.767406,normal
48,normal,47.509098,normal
45,normal,42.54696,normal
52,normal,51.075474,normal
68,elevated,70.40797,elevated
33,normal,33.078423,normal
66,elevated,65.94539,elevated
54,normal,52.997433,normal
27,normal,26.453224,normal
29,normal,28.11279,normal
84,elevated,82.8162,elevated
62,elevated,62.680645,elevated
49,normal,50.544518,normal
68,elevated,70.38346,elevated
54,normal,54.03876,normal
62,elevated,60.328873,elevated
53,normal,51.39381,normal
59,elevated,60.27265,elevated
60,elevated,60.09743,elevated
59,elevated,58.82031,elevated
26,normal,26.548664,normal
56,elevated,55.186337,elevated
38,normal,39.23658,normal
53,normal,53.357384,normal
69,elevated,67.262985,elevated
23,normal,25.149683,normal
54,normal,52.92976,normal
64,elevated,64.4299,elevated
59,elevated,59.079243,elevated
67,elevated,67.50316,elevated
48,normal,47.038048,normal
61,elevated,61.445427,elevated
49,normal,45.734398,normal
69,elevated,68.546745,elevated
53,normal,52.754883,normal
53,normal,53.980793,normal
62,elevated,61.15177,elevated
52,normal,52.574768,normal
63,elevated,65.118095,elevated
64,elevated,62.667618,elevated
56,elevated,56.11295,elevated
59,elevated,60.118256,elevated
44,normal,43.821274,normal
53,normal,52.407223,normal
57,elevated,57.723457,elevated
57,elevated,57.266724,elevated
38,normal,37.166107,normal
36,normal,35.357834,normal
66,elevated,65.65814,elevated
41,normal,44.414326,normal
60,elevated,59.072605,elevated
56,elevated,55.107464,elevated
56,elevated,55.651608,elevated
43,normal,43.3835,normal
35,normal,37.06935,normal
68,elevated,68.90474,elevated
69,elevated,69.72512,elevated
56,elevated,57.903603,elevated
48,normal,47.56771,normal
28,normal,28.703987,normal
54,normal,54.822285,normal
53,normal,53.6736,normal
56,elevated,55.952515,elevated
58,elevated,58.06578,elevated
58,elevated,56.71971,elevated
60,elevated,58.039375,elevated
55,normal,53.99212,normal
57,elevated,58.11494,elevated
56,elevated,56.011513,elevated
65,elevated,64.13132,elevated
50,normal,46.90133,normal
43,normal,44.622875,normal
44,normal,44.971645,normal
41,normal,48.013214,normal
66,elevated,64.5381,elevated
52,normal,49.664017,normal
33,normal,30.544838,normal
41,normal,39.10105,normal
37,normal,35.707405,normal
43,normal,42.19758,normal
56,elevated,54.847317,normal
37,normal,36.682148,normal
63,elevated,63.38794,elevated
56,elevated,56.356277,elevated
35,normal,33.59106,normal
65,elevated,64.739655,elevated
59,elevated,57.483406,elevated
45,normal,45.89549,normal
72,elevated,70.687546,elevated
62,elevated,62.68699,elevated
56,elevated,55.595722,elevated
60,elevated,58.738094,elevated
52,normal,52.490227,normal
63,elevated,61.338646,elevated
47,normal,47.8925,normal
69,elevated,69.67098,elevated
35,normal,33.72197,normal
59,elevated,57.734764,elevated
61,elevated,63.05751,elevated
65,elevated,65.10064,elevated
39,normal,39.318027,normal
69,elevated,68.4243,elevated
54,normal,54.820595,normal
56,elevated,55.773117,elevated
62,elevated,62.39025,elevated
44,normal,42.436077,normal
49,normal,49.279907,normal
92,elevated,93.871826,elevated
70,elevated,70.177895,elevated
43,normal,42.418053,normal
59,elevated,58.447823,elevated
57,elevated,55.601093,elevated
49,normal,49.985985,normal
48,normal,44.984238,normal
51,normal,52.33431,normal
61,elevated,61.19025,elevated
51,normal,47.322952,normal
62,elevated,62.855633,elevated
119,elevated,116.32978,elevated
54,normal,55.68319,elevated
69,elevated,68.12762,elevated
31,normal,31.698713,normal
35,normal,35.79253,normal
53,normal,48.0523,normal
61,elevated,61.8271,elevated
51,normal,48.18403,normal
29,normal,28.95892,normal
59,elevated,58.986355,elevated
58,elevated,60.067673,elevated
67,elevated,66.21063,elevated
47,normal,49.16494,normal
55,normal,54.11951,normal
51,normal,51.342545,normal
53,normal,53.304714,normal
41,normal,41.7863,normal
56,elevated,55.094975,elevated
54,normal,53.64695,normal
52,normal,51.796654,normal
39,normal,37.665367,normal
47,normal,44.322113,normal
27,normal,26.421963,normal
55,normal,56.261677,elevated
52,normal,51.909603,normal
58,elevated,57.10455,elevated
50,normal,49.375122,normal
53,normal,52.561447,normal
54,normal,55.923622,elevated
40,normal,38.55932,normal
58,elevated,58.984406,elevated
53,normal,52.894806,normal
57,elevated,57.48208,elevated
54,normal,56.554325,elevated
56,elevated,58.175037,elevated
52,normal,52.500973,normal
63,elevated,61.796318,elevated
61,elevated,58.017563,elevated
44,normal,46.942127,normal
46,normal,46.120018,normal
53,normal,54.747414,normal
71,elevated,70.14784,elevated
56,elevated,54.835144,normal
53,normal,53.287937,normal
58,elevated,58.985657,elevated
42,normal,44.768524,normal
59,elevated,58.907448,elevated
60,elevated,60.77793,elevated
60,elevated,60.37847,elevated
31,normal,31.298672,normal
42,normal,44.414764,normal
49,normal,52.041103,normal
47,normal,46.18519,normal
65,elevated,66.35982,elevated
58,elevated,56.982597,elevated
44,normal,45.06615,normal
54,normal,53.617943,normal
58,elevated,58.808887,elevated
48,normal,48.84118,normal
65,elevated,66.701096,elevated
51,normal,50.53571,normal
57,elevated,58.20909,elevated
54,normal,53.645824,normal
27,normal,26.313084,normal
35,normal,36.715065,normal
60,elevated,60.16478,elevated
54,normal,54.205544,normal
56,elevated,56.009182,elevated
57,elevated,57.529137,elevated
42,normal,39.672028,normal
40,normal,38.05102,normal
41,normal,42.611767,normal
59,elevated,58.140327,elevated
40,normal,41.591427,normal
60,elevated,60.258347,elevated
54,normal,54.080048,normal
55,normal,54.783455,normal
55,normal,55.45525,elevated
59,elevated,60.074265,elevated
55,normal,56.066242,elevated
56,elevated,54.920784,normal
53,normal,52.006947,normal
48,normal,48.30378,normal
63,elevated,62.73078,elevated
71,elevated,71.546,elevated
54,normal,54.057674,normal
40,normal,38.542713,normal
61,elevated,62.34955,elevated
38,normal,38.55806,normal
48,normal,48.93206,normal
69,elevated,67.909195,elevated
39,normal,37.291508,normal
56,elevated,57.450577,elevated
54,normal,55.04794,elevated
61,elevated,60.918785,elevated
46,normal,45.646675,normal
56,elevated,55.161034,elevated
57,elevated,58.10875,elevated
77,elevated,77.78143,elevated
45,normal,46.35116,normal
46,normal,43.433006,normal
78,elevated,76.21747,elevated
28,normal,29.654724,normal
63,elevated,62.034332,elevated
46,normal,46.947807,normal
55,normal,54.716328,normal
61,elevated,60.332275,elevated
57,elevated,55.197353,elevated
50,normal,50.882103,normal
54,normal,54.309128,normal
42,normal,42.744408,normal
57,elevated,56.26835,elevated
44,normal,45.14192,normal
59,elevated,58.437653,elevated
53,normal,52.592552,normal
56,elevated,55.379543,elevated
57,elevated,57.49718,elevated
53,normal,52.679962,normal
42,normal,41.49827,normal
