input_value,input_label,pred_value,pred_label
47,normal,44.746902,normal
55,normal,54.179474,normal
56,elevated,55.5918,elevated
59,elevated,60.942253,elevated
56,elevated,56.382614,elevated
53,normal,52.67457,normal
57,elevated,56.78194,elevated
45,normal,44.11838,normal
23,normal,24.094345,normal
70,elevated,69.89425,elevated
54,normal,53.132027,normal
54,normal,52.865242,normal
54,normal,54.12855,normal
61,elevated,60.527893,elevated
69,elevated,68.95725,elevated
55,normal,54.62326,normal
59,elevated,58.157887,elevated
57,elevated,56.318813,elevated
49,normal,46.895283,normal
49,normal,46.067074,normal
58,elevated,60.08832,elevated
53,normal,52.776012,normal
61,elevated,61.577187,elevated
39,normal,39.647434,normal
46,normal,44.670147,normal
61,elevated,58.538788,elevated
57,elevated,56.420692,elevated
53,normal,52.756844,normal
35,normal,35.43874,normal
55,normal,54.71989,normal
44,normal,44.673862,normal
72,elevated,72.99986,elevated
56,elevated,57.178383,elevated
50,normal,47.391014,normal
42,normal,44.67194,normal
63,elevated,61.443237,elevated
65,elevated,63.592125,elevated
54,normal,52.6071,normal
59,elevated,60.49257,elevated
52,normal,51.109188,normal
63,elevated,62.347164,elevated
59,elevated,61.847916,elevated
61,elevated,59.46279,elevated
51,normal,50.686764,normal
38,normal,39.469368,normal
68,elevated,65.61661,elevated
53,normal,52.17704,normal
62,elevated,64.621765,elevated
58,elevated,59.168453,elevated
41,normal,41.393738,normal
55,normal,54.834106,normal
57,elevated,57.427254,elevated
47,normal,51.24367,normal
53,normal,53.031487,normal
57,elevated,57.32094,elevated
48,normal,46.462574,normal
51,normal,51.541435,normal
52,normal,50.734943,normal
44,normal,44.380943,normal
58,elevated,58.27812,elevated
54,normal,54.524773,normal
43,normal,45.1633,normal
56,elevated,59.574272,elevated
55,normal,56.430782,elevated
43,normal,41.66881,normal
45,normal,45.311718,normal
55,normal,57.10903,elevated
48,normal,46.315056,normal
53,normal,52.972973,normal
37,normal,38.72219,normal
